"","3-fold embryo Ce","4-cell embryo Ce","adult Ce","dauer larva Ce","elongating embryo Ce","enclosing embryo Ce","fully-elongated embryo Ce","gastrulating embryo Ce","L1 larva Ce","L2 larva Ce","L2d-dauer molt Ce","L3 larva Ce","L4 larva Ce","late cleavage stage embryo Ce","newly molted young adult hermaphrodite Ce","post dauer stage Ce","proliferating embryo Ce"
"WBGene00011821",1320,5,104,818,1908,508,2108,1399,2571,665,867,944,2195,695,319,528,4486
"WBGene00011822",161,1,5,25,73,12,249,5,172,23,27,55,98,9,45,39,156
"WBGene00011823",1356,48,299,2148,1217,41,2141,181,8418,325,841,367,466,240,551,838,1671
"WBGene00011824",648,7,192,1363,781,5,1031,125,19235,463,1068,652,742,182,498,823,525
"WBGene00011826",317,7,26,148,453,48,643,126,340,95,107,180,90,116,183,96,193
"WBGene00011827",9543,1344,2096,5333,8724,344,15730,1829,14143,3507,4146,3116,4015,2258,5940,4685,13261
"WBGene00011828",5100,1037,1093,4601,7350,3663,5877,7698,4942,1941,2801,1806,1253,4771,3710,3878,13742
"WBGene00011829",78,7,25,186,55,36,128,112,323,87,430,232,170,55,188,238,181
"WBGene00011830",1520,8,228,481,3046,129,2815,715,3088,565,585,998,543,918,825,592,1793
"WBGene00011831",49967,25,1285,1828,49129,1275,53262,6443,1546,18594,18105,21584,15432,8533,3076,1523,28700
"WBGene00011832",5951,24,328,4393,7904,72,7713,304,3077,635,4271,1362,675,1868,1225,2409,2438
"WBGene00011833",19130,14,344,581,26534,172,22665,265,1315,3202,1907,3165,2328,4831,725,594,40415
"WBGene00011834",1403,2273,2400,2212,1333,502,2088,2328,1310,173,865,531,855,829,5580,889,17291
"WBGene00011836",2516,20,32,183,1232,12,2733,46,86,612,302,808,870,155,78,95,4357
"WBGene00011837",0,4,0,48,0,4,11,1,75,7,12,3,2,6,8,14,11
"WBGene00011838",15426,14,19,70,26643,281,12067,337,4628,2028,327,1269,171,4831,118,228,6056
"WBGene00011839",224,13,114,1143,105,21,535,169,2363,205,764,457,827,30,401,731,745
"WBGene00011840",6,2,0,2,0,2,14,1,6,2,1,0,4,6,0,6,16
"WBGene00011841",1,2,5,123,5,3,19,1,194,29,95,7,9,8,9,115,9
"WBGene00011844",63,3,8,629,147,3,147,4,2045,159,256,513,128,36,522,431,65
"WBGene00011846",153,1,21,35,141,1,188,39,89,36,16,65,158,28,97,26,258
"WBGene00011847",29,3,2,23,37,2,53,3,71,6,2,0,10,12,35,14,38
"WBGene00011848",4,2,6,20,1,2,16,4,13,8,2,0,9,7,30,5,18
"WBGene00011849",4431,754,769,5316,8918,2210,7518,6950,49386,1297,3663,809,3449,3897,1754,2525,45840
"WBGene00011850",652,23,460,3442,2554,178,4095,1114,8054,777,3953,1708,429,1357,666,2884,3670
"WBGene00011851",24,5,2,8,20,2,35,3,70,12,10,22,11,7,20,5,48
"WBGene00011852",352,0,67,35,295,4,453,33,206,108,113,466,112,46,303,149,91
"WBGene00011853",28,5,6,27,90,5,62,10,195,14,19,35,36,24,46,24,110
"WBGene00011854",12,2,127,472,2,5,545,3,5043,524,810,413,314,1,149,957,72
"WBGene00011855",2,5,1,1,1,2,1,5,17,4,1,2,3,3,10,1,5
"WBGene00011856",7075,45,3105,3423,3645,15,12336,423,30470,16280,6606,20820,11909,221,20395,11250,1808
"WBGene00011857",4212,706,605,5260,6324,673,6989,2366,3683,1599,3363,3107,1800,2530,5032,4205,5763
"WBGene00011858",1447,921,929,2708,1669,303,2575,927,12087,491,1361,1362,734,751,3888,1555,5749
"WBGene00011859",1111,149,838,4782,2213,2002,2952,3809,2701,586,3072,1183,1382,1925,1693,2976,5777
"WBGene00011864",3243,337,567,2319,5901,617,5696,1497,5384,906,2074,1525,937,2639,1565,1746,5920
"WBGene00011867",80464,12638,34653,39012,67917,1281,139691,9593,114988,46055,29026,34515,18313,25447,38998,28429,124885
"WBGene00011868",617,5,125,1664,635,103,1274,333,5367,411,843,467,212,193,317,1158,1282
"WBGene00011869",12494,28,1480,26509,5493,73,27706,1056,335191,7135,22490,9735,4618,643,1888,16611,11167
"WBGene00011870",169,2,449,1070,204,17,1112,62,2025,2631,1209,2115,2148,39,924,1492,321
"WBGene00011871",1238,580,816,1114,1753,480,2030,870,2949,529,774,470,630,846,2264,711,5330
"WBGene00011872",1166,498,443,561,2294,886,1789,4781,1253,181,506,349,437,981,1167,439,4319
"WBGene00011873",88,2,2,174,96,44,288,40,342,16,572,25,21,52,6,240,159
"WBGene00011874",29,4,1,18,37,34,102,41,94,2,166,2,21,60,2,10,389
"WBGene00011875",6498,1016,1229,8426,9437,3190,7679,6108,4621,2477,5037,4346,2968,4075,6742,6316,13378
"WBGene00011876",1,0,0,4,0,4,5,2,126,3,5,0,3,7,3,10,15
"WBGene00011877",429,0,0,24,147,1,321,11,44,27,11,6,14,13,1,18,111
"WBGene00011878",241,5,16,308,153,7,479,1,1963,298,204,64,59,26,55,580,168
"WBGene00011879",405,5,159,1543,351,4,531,6,1815,217,1287,375,167,39,1359,1212,103
"WBGene00011880",4214,14,2675,274,350,8,42562,122,129642,9201,1631,7226,2383,23,1374,1374,15480
"WBGene00011882",412,1,2,138,353,10,338,7,26,69,91,65,59,56,13,60,252
"WBGene00011883",2726,440,1032,5428,4069,2457,5589,4370,7712,1246,3993,2048,1611,2187,4157,4624,6661
"WBGene00011884",8580,8997,37625,51693,7806,1009,30609,3862,134107,29766,39214,55413,25422,2939,59427,37228,29204
"WBGene00011885",7783,3785,7229,9651,9420,444,14518,3043,8744,3522,5900,6075,3805,3763,14373,8191,25578
"WBGene00011886",1874,1559,1968,2297,1287,127,1659,1517,687,403,1051,1978,1938,521,7043,1210,12453
"WBGene00011887",3774,2472,1242,3117,4442,555,4307,2847,10110,760,1819,1618,1277,1823,5278,1682,15951
"WBGene00011888",2966,8,67,2624,1152,4,6160,77,11545,1185,2770,565,1462,108,312,2332,1832
"WBGene00011890",2992,2323,2845,2810,5146,1061,6428,6291,4234,1145,2904,1882,2520,2696,5233,2357,30310
"WBGene00011891",289,29,3268,50839,310,28,1751,27,31950,3120,46032,13071,933,97,11765,36797,369
"WBGene00011892",4583,2494,1233,3044,9535,3491,4348,11049,1209,1919,1689,1223,1188,4140,4554,2353,28983
"WBGene00011893",1365,15,531,2036,1655,23,3083,169,1436,1175,1019,2243,1225,482,2424,1520,630
"WBGene00011894",17,0,38,1992,12,10,270,13,3623,324,317,237,46,5,129,774,24
"WBGene00011895",53,4,23,23,15,4,2843,5,736,224,51,647,1653,16,441,5,572
"WBGene00011896",14,4,8,324,13,2,74,8,345,39,211,33,21,6,31,182,25
"WBGene00011897",7639,890,2923,12108,9224,816,14275,3460,35985,3888,6706,5562,2680,3606,8178,11747,17061
"WBGene00011898",1722,4274,2805,548,1099,94,2302,1137,486,40,242,102,647,293,5790,236,20623
"WBGene00011899",853,5,25,1370,458,53,1261,239,6810,1408,1139,83,85,92,66,1643,856
"WBGene00011900",11,11,30,7,19,22,57,360,27,2,7,19,142,21,79,10,725
"WBGene00011902",15,1,0,23,58,4,37,12,239,4,12,1,2,23,7,5,59
"WBGene00011903",42,1,0,62,335,44,124,201,35,6,180,2,7,158,6,34,283
"WBGene00011904",26727,229,2072,6836,28189,689,48139,3679,59071,7117,9525,5790,3211,9748,2298,5092,36537
"WBGene00011906",18144,5,74,51,22157,2197,14480,755,235,385,404,576,2204,4002,316,424,8753
"WBGene00011908",1280,1413,2641,1872,1333,219,2246,1476,929,429,1115,973,5538,649,4841,1120,24414
"WBGene00011909",7,6,126,1,3,9,8,12,8,3,1,20,159,15,104,4,65
"WBGene00011910",15,19,1376,27,3,8,21,27,21,46,29,2199,3506,16,2318,9,101
"WBGene00011911",1,10,195,3,0,4,2,4,5,5,3,151,1544,4,971,1,17
"WBGene00011912",5215,2243,3139,6251,7294,1471,9348,7317,7460,1722,4043,2095,1428,3805,8393,4700,35288
"WBGene00011913",51,0,3,34,19,0,125,6,144,14,20,19,16,1,11,14,41
"WBGene00011915",372,1510,225,246,708,1107,580,2656,178,212,137,73,167,688,1020,164,5880
"WBGene00011916",655,843,435,997,1181,790,1238,2372,1301,265,810,304,754,634,2174,873,5350
"WBGene00011917",8280,975,1514,5314,12896,736,12410,2853,3291,1278,2385,1980,1695,4831,4474,2788,13978
"WBGene00011918",3,9,316,349,3,13,9,9,37,9,42,567,1104,19,1171,97,18
"WBGene00011919",1,4,54,1486,1,10,6,7,8,3,331,131,448,12,470,500,15
"WBGene00011920",2105,419,351,2085,5149,798,4066,3650,2839,591,1463,635,365,2198,767,1414,6878
"WBGene00011921",11,1,1,0,5,2,45,9,11,0,0,1,4,1,12,0,13
"WBGene00011922",6,5,2,53,1,10,17,2,56,8,70,3,13,4,13,68,20
"WBGene00011923",139,10,163,616,168,6,329,18,1212,115,1800,117,175,33,635,460,104
"WBGene00011924",615,107,59,719,2039,1045,1557,2815,600,148,412,222,89,1480,174,604,1631
"WBGene00011925",198,242,73,25,391,224,516,1904,164,14,25,39,128,313,115,16,6973
"WBGene00011926",47,4,29,271,243,32,153,75,233,51,306,227,66,135,125,251,113
"WBGene00011927",92,8,37,3305,88,8,1305,6,1413,163,2065,406,216,50,266,1740,266
"WBGene00011928",295,8,40,128,83,6,1869,13,435,162,109,132,860,41,107,59,1805
"WBGene00011929",0,0,24,0,0,2,3,5,3,4,0,2,5,6,22,0,6
"WBGene00011930",602,189,144,891,1078,404,928,1432,542,526,814,418,403,525,562,887,3128
"WBGene00011931",21,4,9,854,16,3,143,20,1320,51,434,16,60,9,30,382,462
"WBGene00011932",2421,539,1927,2519,5275,1116,9697,3230,5862,2385,2626,3585,2197,3280,5499,3428,11439
"WBGene00011933",26,2,2,34,3,8,46,6,64,12,49,27,23,5,14,58,41
"WBGene00011934",64,1,3,24,155,50,250,30,32,4,37,12,318,68,39,21,1752
"WBGene00011935",1827,176,666,4486,2011,145,3383,361,10381,655,8201,581,464,643,675,2795,3373
"WBGene00011936",4043,21,1478,3570,4293,564,5653,2416,9351,1668,3968,3349,2306,1455,2808,4013,4796
"WBGene00011937",3,4,0,51,8,1,22,8,256,20,40,2,25,9,8,27,86
"WBGene00011938",12625,38,795,799,10825,594,19470,5044,2063,13717,1517,5192,8878,3153,1363,747,21690
"WBGene00011939",4303,1915,4244,6384,6538,500,7465,5797,8389,2555,3196,2636,1668,3579,8041,4810,42018
"WBGene00011940",6142,1147,5459,4858,8757,380,14254,1900,30193,3795,4774,3490,2699,3932,6317,2788,22218
"WBGene00011941",253,204,213,817,433,68,490,512,540,69,389,224,333,202,517,315,1270
"WBGene00011942",1,2,0,7,0,0,2,1,2,2,4,0,4,2,1,0,8
"WBGene00011943",1,0,0,23,0,0,2,2,17,2,4,1,5,3,1,6,4
"WBGene00011944",4972,948,2125,37263,10382,2089,18301,6758,43799,1889,9263,3614,2380,5314,6187,19848,17555
"WBGene00011945",2537,3820,3827,3432,2189,191,3321,2326,775,365,1362,1079,1455,804,9307,1437,24802
"WBGene00011948",18890,10,7,561,8213,22,21562,111,1418,160,5514,69,50,768,19,147,6367
"WBGene00011949",149,2,18,9,47,2,1765,9,48,168,61,145,1039,13,102,4,237
"WBGene00011950",103,2,2,2,31,3,86,0,5,28,1,60,68,7,3,0,112
"WBGene00011951",19,5,362,40,24,18,135,73,30,5,21,237,1478,20,489,16,453
"WBGene00011952",1510,6,8,135,387,4,2214,13,234,254,1143,851,72,30,17,37,902
"WBGene00011953",18582,1520,3366,16114,19249,456,23488,2768,69068,11566,9425,7783,3407,5442,10250,15265,19773
"WBGene00011954",8,5,191,11,5,10,17,8,67,4,3,264,583,5,619,0,52
"WBGene00011955",4599,4,152,8332,1424,11,9765,208,27916,2036,4450,1205,523,129,393,4046,2536
"WBGene00011956",5457,578,294,2271,12072,1327,5704,2730,2011,435,1299,458,143,4650,528,1533,7747
"WBGene00011957",65,2,23,183,38,8,205,35,409,31,76,47,148,6,66,74,128
"WBGene00011958",77,0,1,652,74,9,130,13,492,14,206,9,36,19,12,251,128
"WBGene00011959",283,332,771,2205,431,99,674,466,404,133,825,464,596,212,1950,1189,3662
"WBGene00011960",275,10,2,49,78,3,640,20,274,165,10,28,37,8,28,8,273
"WBGene00011961",0,0,8,2,1,1,1,1,3,0,3,2,3,3,4,0,0
"WBGene00011962",13724,3271,6499,10285,11523,654,20799,6192,29440,2121,6552,3167,2947,3583,7644,5699,53380
"WBGene00011963",1020,8,25,133,548,243,992,433,542,41,101,41,28,289,26,65,656
"WBGene00011964",3405,21,224,2537,3637,416,6359,1305,13326,716,1912,710,499,1311,778,1413,4953
"WBGene00011965",2305,176,487,2555,3582,619,3382,1746,1567,737,1645,1540,847,1503,2128,1888,4444
"WBGene00011966",8311,1231,1167,59291,15845,2356,21051,12347,21940,2481,12787,2501,1767,7173,4692,28079,19524
"WBGene00011967",1315,1772,1131,4310,2682,776,4543,5234,2493,365,1241,999,1048,1578,2673,1786,11317
"WBGene00011968",43,18,354,83,98,12,116,60,605,30,40,631,7440,33,2719,64,344
"WBGene00011969",1795,633,407,2224,3726,2745,2685,9063,3838,319,1501,624,562,1926,1950,1667,6594
"WBGene00011970",3251,1778,1359,3461,4295,360,4457,1206,4889,1292,2333,1155,774,1428,4161,2460,4577
"WBGene00011971",16635,24,279,1091,15734,20,13415,198,7041,4977,1941,9119,2302,1882,1072,876,4419
"WBGene00011972",7710,984,2409,7013,9449,849,8949,4039,39228,1865,5025,3143,1897,3705,3945,5484,24317
"WBGene00011973",3,0,3,2,3,4,11,2,10,3,6,4,102,8,27,0,12
"WBGene00011974",25,3,73,1459,18,10,479,38,16710,524,1029,183,153,14,106,1896,301
"WBGene00011975",6110,502,1227,4215,8802,295,7830,1484,4560,1572,3448,2896,1822,2504,4542,4845,5427
"WBGene00011976",1571,1230,1592,3746,3880,1542,4934,6415,1244,518,1934,1310,1169,2555,3795,2715,14618
"WBGene00011977",33316,317,1566,6614,86869,44157,62335,72963,27375,5228,10221,5362,1490,66272,1423,10511,94623
"WBGene00011978",14967,24,929,14768,10672,502,35679,1771,55336,3350,15629,3515,11356,2108,2157,7806,58577
"WBGene00011979",80,3,1377,118,253,12,159,55,364,1537,1367,949,3190,41,4641,3357,306
"WBGene00011980",13514,5597,16428,19369,29963,746,53205,8721,51944,10372,10522,8942,7552,15130,16953,12561,112631
"WBGene00011981",71,255,156,5,58,101,219,816,20,2,12,4,33,67,219,1,3859
"WBGene00011982",3,5,2,1,5,43,37,141,9,4,0,0,10,30,2,0,676
"WBGene00011983",103,2,0,30,117,4,92,11,148,10,14,0,1,22,2,36,113
"WBGene00011984",457,2,164,2268,328,6,231,18,20457,948,1742,253,267,32,476,1809,104
"WBGene00011985",1913,1597,4339,3882,2958,1035,5034,2797,3200,474,2363,1219,1419,1823,6809,2239,22183
"WBGene00011986",127,456,4756,194,100,14,176,74,87,38,128,184,1206,38,6723,96,1357
"WBGene00011988",472,1077,2194,1460,418,89,942,652,196,80,767,400,864,168,3980,861,7617
"WBGene00011989",14,5,1,0,27,8,32,3,16,3,0,4,4,12,5,0,59
"WBGene00011990",464,34,256,1709,310,6,1551,59,2237,467,1690,457,259,55,395,1598,669
"WBGene00011991",99,10,0,1,100,2,65,10,18,10,0,0,2,26,5,0,147
"WBGene00011992",0,2,1,0,4,2,4,2,2,1,0,0,1,0,11,0,17
"WBGene00011993",4,6,17,2,4,2,40,10,4,2,1,1,36,4,60,1,295
"WBGene00011994",2647,1290,5602,4466,3215,282,5918,2492,16580,1448,3065,2243,2158,1410,6354,3906,23906
"WBGene00011995",8782,88,535,4065,15839,599,14192,1361,12369,1266,3017,1623,804,5711,1081,3074,8798
"WBGene00011996",48,1,9,490,9,3,178,1,1127,116,404,74,47,3,30,446,29
"WBGene00011997",217,5,71,2991,94,2,525,5,5487,771,1909,303,202,5,255,3246,67
"WBGene00011999",853,1,4,50,664,9,1524,35,42,695,332,123,1117,79,21,18,179
"WBGene00012000",4220,589,2776,3724,7908,4520,8212,13045,4440,2248,1986,1927,1842,6049,6755,3043,33919
"WBGene00012002",1184,1876,1844,2084,681,61,2192,774,7987,571,926,875,814,199,3889,987,9498
"WBGene00012003",4,3,45,114,16,17,90,55,24,11,41,112,472,23,233,59,809
"WBGene00012004",1659,1004,900,3950,3412,2085,3318,4951,2345,1526,2637,1217,1554,2221,3109,2545,9143
"WBGene00012005",6489,97,573,7416,5057,89,7998,720,50090,3038,5968,2050,1386,861,1587,5042,4262
"WBGene00012007",2793,7,283,1639,3954,230,2559,88,9136,608,1966,1934,350,842,2708,4722,762
"WBGene00012008",0,4,2,0,1,3,2,3,73,2,0,19,189,7,13,1,6
"WBGene00012009",1194,5,20,451,2352,184,1595,570,1624,90,328,72,15,729,45,255,902
"WBGene00012010",1,6,111,2,0,1,4,7,25,1,2,102,603,14,225,3,14
"WBGene00012011",1,3,196,1,1,3,5,6,181,6,5,188,781,4,110,5,22
"WBGene00012012",7,8,295,2,1,5,9,17,53,13,0,459,906,16,756,0,34
"WBGene00012013",1373,3,98,2120,1708,32,2222,230,3711,276,776,221,218,320,649,710,785
"WBGene00012014",1165,391,447,3025,3098,1430,3188,3958,1943,328,1492,513,321,1773,1266,1636,5254
"WBGene00012015",4736,2466,9053,17288,6387,730,10838,4456,42215,9329,24478,15933,7716,2804,21275,16698,32359
"WBGene00012016",1769,27,94,1569,689,13,3234,107,8198,371,986,347,227,113,312,897,988
"WBGene00012017",156,16,16,254,131,6,276,46,319,57,153,52,131,27,70,197,426
"WBGene00012018",23641,226,27315,22220,6765,23,62436,2014,110307,52062,28271,92709,28360,527,53139,29767,14976
"WBGene00012019",2783,600,3387,6298,908,58,9406,504,109597,6549,7494,2135,1461,261,4388,5234,8246
"WBGene00012020",2176,6795,10637,217,1061,264,2459,2561,1286,102,200,271,4160,442,11769,99,42505
"WBGene00012021",245,246,572,4,676,4356,2554,10641,32,9,48,1,65,2405,155,2,28369
"WBGene00012022",38,3,3,3,17,7,66,18,15,13,6,7,21,11,6,2,188
"WBGene00012023",68,1,2,0,25,1,155,13,197,26,15,16,44,13,5,8,248
"WBGene00012024",15,2,2,1,14,11,66,53,25,5,4,3,17,9,10,5,422
"WBGene00012025",63,4,4,3,18,7,80,16,25,31,16,16,17,15,8,11,158
"WBGene00012026",41,3,3,13,28,3,48,0,149,10,22,4,6,8,3,20,19
"WBGene00012027",7,6,13,13,6,4,42,1,758,20,26,36,21,9,48,60,9
"WBGene00012028",7,1,13,16,4,0,42,3,1191,16,23,42,24,1,36,31,38
"WBGene00012029",633,494,368,759,1747,296,1064,2124,1001,131,436,320,344,839,1372,447,4804
"WBGene00012030",4784,2142,4625,29685,8677,2094,13364,6564,33481,3009,14903,5690,3397,4366,11305,22182,28186
"WBGene00012031",10698,1023,5613,24104,13351,328,17896,2205,36652,6190,30456,7854,4028,3567,12042,15483,11486
"WBGene00012032",21030,6,23,88,8243,11,18977,85,162,7482,126,5778,796,482,145,127,5442
"WBGene00012033",8324,1475,2910,5960,7166,404,16179,2135,16536,2832,6495,6805,3358,3133,6537,8621,18720
"WBGene00012034",87,2,60,3070,12,1,528,6,997,222,5089,404,143,11,466,2467,81
"WBGene00012035",908,7,28,475,1055,15,1748,31,2205,158,463,146,149,154,200,250,422
"WBGene00012036",4,1,6,8,10,3,21,1,35,5,15,3,9,4,0,20,9
"WBGene00012037",1490,557,996,4624,2175,983,5118,1950,5349,1172,2348,2356,1476,1406,3567,2938,5207
"WBGene00012038",27,23,116,18,28,47,197,2925,20,1,32,2,5,31,6,4,6394
"WBGene00012039",0,4,15,0,10,3,6,18,8,2,2,0,8,4,6,0,46
"WBGene00012040",3,3,13,38,10,7,13,26,22,12,15,11,23,7,61,28,33
"WBGene00012041",25,43,58,1,46,381,335,3021,9,7,11,2,5,155,11,6,5327
"WBGene00012042",432,0,0,354,218,2,414,0,146,148,249,22,26,13,41,290,60
"WBGene00012043",6,5,0,10,2,1,19,0,68,11,10,3,2,5,5,7,14
"WBGene00012044",1,0,0,1,0,2,8,0,14,3,0,4,5,4,1,6,4
"WBGene00012045",163,3,0,2,53,1,278,9,31,36,4,10,16,8,13,5,200
"WBGene00012046",16,3,5,11,44,4,36,2,3,855,5,334,51,19,27,8,74
"WBGene00012049",0,4,1,1,0,5,6,4,6,2,0,0,2,8,6,1,31
"WBGene00012050",0,4,0,0,0,4,7,2,4,2,0,0,1,6,3,0,17
"WBGene00012051",2,0,0,1,3,2,72,6,9,1,3,1,59,2,2,4,77
"WBGene00012052",0,2,0,0,0,0,14,0,2,1,0,0,38,1,3,1,29
"WBGene00012053",0,0,0,27,0,4,3,0,5,3,15,0,2,6,8,21,21
"WBGene00012054",0,1,0,95,0,2,20,0,33,3,41,0,35,5,6,47,71
"WBGene00012055",3,4,1,92,1,3,61,2,54,8,57,1,21,16,11,37,106
"WBGene00012056",4,0,0,2,0,5,16,0,89,4,3,1,4,5,4,7,16
"WBGene00012059",3124,544,2029,6334,6339,1427,7750,5398,6350,954,3774,2674,2144,3178,4962,4222,10574
"WBGene00012060",0,0,0,0,4,1,4,0,2,0,1,0,2,2,1,0,26
"WBGene00012061",1,2,1,7,1,2,10,2,137,3,4,0,87,2,13,4,80
"WBGene00012062",15,10,7,1777,12,4,81,2,673,78,1369,50,38,5,41,1591,11
"WBGene00012063",140,7,51,12,484,141,789,1066,12,9,11,0,0,291,2,8,3476
"WBGene00012064",398,2,23,16,504,111,1061,629,680,17,5,1,4,266,9,21,1541
"WBGene00012065",24,13,48,0,81,54,414,952,2,4,3,0,5,91,2,0,2754
"WBGene00012066",14,9,27,6,40,241,168,1702,3,3,5,1,6,141,1,0,2127
"WBGene00012067",10,2,18,6,18,8,47,48,11,2,12,0,4,8,0,2,624
"WBGene00012068",245,8,3,71,94,11,708,68,223,148,27,76,174,21,16,22,982
"WBGene00012069",3,3,11,7,2,0,13,0,388,18,25,19,4,2,19,4,2
"WBGene00012070",995,9,23,73,413,13,1158,27,2621,174,119,201,109,70,96,15,511
"WBGene00012072",0,1,0,17,0,3,2,1,140,5,2,2,5,2,1,15,4
"WBGene00012073",4911,20,313,1015,5964,164,7068,923,5117,696,859,548,320,2554,753,1129,5981
"WBGene00012074",52,233,119,2,54,115,129,428,11,1,4,2,44,53,421,2,1438
"WBGene00012075",0,0,0,1,0,0,3,4,4,0,1,0,1,6,1,1,9
"WBGene00012076",0,2,0,0,0,0,1,2,3,0,0,0,0,0,2,2,3
"WBGene00012077",5,5,10,25,2,4,56,28,43,10,20,3,42,11,7,46,524
"WBGene00012079",2,0,0,2,1,1,3,2,0,1,1,0,3,2,4,1,14
"WBGene00012080",0,2,0,3,0,6,4,0,2,1,0,0,2,5,3,2,14
"WBGene00012081",20,3,0,22,6,3,65,5,37,10,13,6,22,7,2,28,62
"WBGene00012083",0,6,0,29,0,2,1,2,1,0,6,0,1,4,1,23,10
"WBGene00012084",172,8,33,632,120,13,431,20,10617,363,368,162,59,45,62,359,299
"WBGene00012085",3909,18,2082,17524,6440,631,6190,1729,44409,2046,13594,3894,1138,2288,1899,11513,6663
"WBGene00012086",44,4,0,9,92,52,250,61,82,26,10,7,320,56,13,7,611
"WBGene00012087",5,14,342,1,5,1,3,9,9,2,4,243,3238,4,3206,2,90
"WBGene00012088",2,8,2,280,3,4,17,19,17,3,21,0,12,8,5,50,138
"WBGene00012089",1,4,1,1,1,5,1,2,19,2,0,2,3,3,1,0,8
"WBGene00012090",0,4,0,1,0,3,3,1,8,4,0,0,4,6,2,0,21
"WBGene00012091",3,3,0,497,4,6,21,2,53,3,2037,1,1,10,8,275,16
"WBGene00012093",5,2,0,79,4,9,18,6,10,7,41,2,16,8,6,70,72
"WBGene00012094",3632,1564,5691,5567,5450,2850,11979,5493,14907,5256,8695,9309,8687,3007,8310,11372,24934
"WBGene00012095",354,842,1597,1504,359,213,740,1099,343,315,681,851,4583,195,3754,558,11700
"WBGene00012096",19,24,86,0,15,15,72,284,36,1,0,1,4,9,24,0,1583
"WBGene00012097",21748,3163,15390,277591,24775,10480,71766,31541,560029,19460,66829,23746,12088,15473,29728,150956,120039
"WBGene00012099",935,22,44,1742,246,10,2923,75,3511,349,1227,244,119,36,75,1186,939
"WBGene00012100",6775,89,852,18019,2234,42,21639,492,59292,2963,12265,2683,1428,355,1410,13796,7743
"WBGene00012101",183,8,42,202,156,0,233,92,12771,204,1141,518,198,26,241,871,123
"WBGene00012102",26,8,58,6,40,16,80,23,255,11,4,80,402,30,109,2,240
"WBGene00012103",538,8,203,126,584,145,1081,555,1491,83,201,32,62,329,158,73,2283
"WBGene00012104",2970,2074,5605,1465,1596,78,2936,2089,3337,641,1280,983,1701,398,3391,1211,27411
"WBGene00012105",1595,322,816,1163,1553,302,2301,1034,2070,527,1115,1042,761,647,2074,1455,6098
"WBGene00012106",1502,764,1165,844,1460,222,2172,826,2041,272,859,377,612,536,1441,818,10535
"WBGene00012107",417,2,100,10108,299,8,1386,14,6629,723,9610,442,453,36,417,5166,719
"WBGene00012108",3,2,0,3,5,4,11,10,23,4,2,5,5,5,7,1,63
"WBGene00012109",590,987,1366,2077,582,119,1402,1298,307,130,750,581,764,259,2743,1422,8551
"WBGene00012110",349,688,1057,1742,401,72,710,500,194,84,679,637,1153,177,2957,908,5397
"WBGene00012111",273,404,467,868,417,147,597,1216,113,42,496,286,549,192,1477,768,5639
"WBGene00012112",673,750,933,1845,748,112,1545,804,611,175,765,700,805,363,2917,1098,5250
"WBGene00012113",21643,107,1355,8044,41958,19060,35830,16897,45873,2432,8834,692,1425,31571,2276,3288,33791
"WBGene00012114",7,16,13,288,3,16,94,9,2783,224,129,166,132,32,70,159,105
"WBGene00012115",6,12,65,23,8,12,39,4,169,18,47,91,2389,39,689,21,114
"WBGene00012116",136,10,11,21,226,65,456,51,2212,121,21,53,110,137,23,9,310
"WBGene00012117",21340,1809,5717,27538,27773,488,35241,3951,204924,7654,12697,3453,2879,10586,8058,11341,37345
"WBGene00012118",299,8,1466,5036,176,32,2034,92,8141,641,13957,2362,2229,46,975,1696,539
"WBGene00012119",1667,174,68,66,3389,768,1508,2456,184,30,48,8,21,1400,75,68,2900
"WBGene00012120",156,6,71,13,220,36,181,106,282,17,14,136,359,90,252,34,182
"WBGene00012121",16652,994,3982,15184,30047,381,41500,3385,30491,9133,10078,13458,5591,10695,7729,11839,29489
"WBGene00012122",2499,34,240,2689,3656,209,2632,667,3183,414,2643,519,778,913,1016,1859,1292
"WBGene00012123",3,3,644,10,0,3,82,1,454,168,31,1930,880,4,1816,7,24
"WBGene00012124",6728,40,198,2447,5220,67,9874,344,9121,1387,3153,1119,752,937,367,1595,4401
"WBGene00012125",831,10,687,9182,695,29,4211,82,40882,1987,13724,1533,938,170,986,5375,1364
"WBGene00012126",3160,2052,4449,4464,3535,790,4941,3734,7927,3509,4423,5526,4322,1498,7977,7440,32384
"WBGene00012127",155,16,117,671,94,4,1268,60,4136,719,777,1190,2346,22,960,887,1442
"WBGene00012128",1610,2336,3851,3099,1205,101,4004,1906,6935,2171,2074,1976,1325,628,6042,1533,22525
"WBGene00012130",1805,7,363,1429,1111,11,2906,158,6938,707,1851,942,631,220,1036,1462,898
